CODE_COMITE;CODE_CAMPAGNE;CODE_OFFRE;OFF_LIBELLE
044;23BFP800;D0S43;D0S43 BF L05 - FRANCE ALZHEIMER
044;23BFP800;D0S44;D0S44 BF L05 - ACGGSO TOULOUSE
044;23BFP800;D0S45;D0S45 BF L05 - ACTION CONTRE LA FAIM - ACF
044;23BFP800;D0S46;D0S46 BF L05 - ACGA EST  WOIPPY
044;23BFP800;D0S47;D0S47 BF L05 - ORPHEOPOLIS
044;23BFP800;D0S48;D0S48 BF L05 - ACGA NORD 
044;23BFP800;D0S49;D0S49 BF L05 - ACGA OUEST ANGERS
044;23BFP800;D0S76;D0S76 BF L05 - FEDE FRANCAISE DE CARDIO
044;23BFP800;D0S77;D0S77 BF L05 - SOCIETE D EDITION ARTISTES
044;23BFP800;D0S78;D0S78 BF L05 - FONDATION APPRENTIS D-AUTEUIL
044;23BFP800;D0S79;D0S79 BF L05 - ASS. DES PARALYSES DE FRANCE
044;23BFP800;D0S80;D0S80 BF L05 - GENEREUX UNADEV
044;23BFP800;D0S81;D0S81 BF L05 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0P53;D0P53 BF L01 - ACTION CONTRE LA FAIM - ACF
044;23BFP800;D0P54;D0P54 BF L01 - ACGA EST  WOIPPY
044;23BFP800;D0P55;D0P55 BF L01 - ORPHEOPOLIS
044;23BFP800;D0P56;D0P56 BF L01 - ACGA NORD 
044;23BFP800;D0P57;D0P57 BF L01 - ACGA OUEST ANGERS
044;23BFP800;D0P58;D0P58 BF L01 - FEDE FRANCAISE DE CARDIO
044;23BFP800;D0P59;D0P59 BF L01 - SOCIETE D EDITION ARTISTES
044;23BFP800;D0P60;D0P60 BF L01 - FONDATION APPRENTIS D-AUTEUIL
044;23BFP800;D0P61;D0P61 BF L01 - ASS. DES PARALYSES DE FRANCE
044;23BFP800;D0P62;D0P62 BF L01 - GENEREUX UNADEV
044;23BFP800;D0P63;D0P63 BF L01 - FONDATION JEROME LEJEUNE
044;23BFP800;D0P64;D0P64 BF L01 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0P65;D0P65 BF L01 - FEDE DES AVEUGLES DE FR
044;23BFP800;D0P66;D0P66 BF L01 - ORDRE DE MALTE
044;23BFP800;D0P67;D0P67 BF L01 - INSTITUT CERVEAU MOELLE EPI
044;23BFP800;D0P68;D0P68 BF L01 - VAINCRE LA MUCOVISCIDOSE VLM
044;23BFP800;D0P69;D0P69 BF L01 - UNICEF FRANCE
044;23BFP800;D0P70;D0P70 BF L01 - VITALYS ALPES
044;23BFP800;D0P71;D0P71 BF L01 - SANTE NATURE VITAL
044;23BFP800;D0P72;D0P72 BF L01 - LA POINTE DE PENMARC-H
044;23BFP800;D0P73;D0P73 BF L01 - FAMILLE MARY
044;23BFP800;D0P74;D0P74 BF L01 - PELERIN MAGAZINE
044;23BFP800;D0P75;D0P75 BF L01 - PAUL ET MARIE DECAYZAC
044;23BFP800;D0P76;D0P76 BF L01 - LABORATOIRE DOCTEUR PIERRE RICAUD
044;23BFP800;D0P77;D0P77 BF L01 - LINVOSGES
044;23BFP800;D0P78;D0P78 BF L01 - CONEX + VAD
044;23BFP800;D0P79;D0P79 BF L01 - DAMART
044;23BFP800;D0P80;D0P80 BF L01 - SEDAGYL
044;23BFP800;D0P81;D0P81 BF L01 - FEDE FRANCAISE DE LA RANDO
044;23BFP800;D0P82;D0P82 BF L01 - FRANCOISE SAGET
044;23BFP800;D0P83;D0P83 BF L01 - NOTRE TEMPS
044;23BFP800;D0P84;D0P84 BF L01 - DOMAINE APICOLE DE CHEZELLES
044;23BFP800;D0P85;D0P85 BF L01 - TEMPS L
044;23BFP800;D0P86;D0P86 BF L01 - TRADITIONS DU PERIGORD
044;23BFP800;D0P87;D0P87 BF L01 - TELE 7 JEUX
044;23BFP800;D0P88;D0P88 BF L01 - TELE 7 JOURS
044;23BFP800;D0P89;D0P89 BF L01 - NATURAVIGNON
044;23BFP800;D0P90;D0P90 BF L01 - AFIBEL
044;23BFP800;D0P91;D0P91 BF L01 - BLANCHE PORTE
044;23BFP800;D0P92;D0P92 BF L01 - TANDEM
044;23BFP800;D0S82;D0S82 BF L05 - FEDE DES AVEUGLES DE FR
044;23BFP800;D0S83;D0S83 BF L05 - ORDRE DE MALTE
044;23BFP800;D0S84;D0S84 BF L05 - INSTITUT CERVEAU MOELLE EPI
044;23BFP800;D0S85;D0S85 BF L05 - VAINCRE LA MUCOVISCIDOSE VLM
044;23BFP800;D0S86;D0S86 BF L05 - UNICEF FRANCE
044;23BFP800;D0S87;D0S87 BF L05 - VITALYS ALPES
044;23BFP800;D0S88;D0S88 BF L05 - SANTE NATURE VITAL
044;23BFP800;D0S89;D0S89 BF L05 - LA POINTE DE PENMARC-H
044;23BFP800;D0S90;D0S90 BF L05 - FAMILLE MARY
044;23BFP800;D0S91;D0S91 BF L05 - PELERIN MAGAZINE
044;23BFP800;D0S92;D0S92 BF L05 - PAUL ET MARIE DECAYZAC
044;23BFP800;D0S93;D0S93 BF L05 - LABORATOIRE DOCTEUR PIERRE RICAUD
044;23BFP800;D0S94;D0S94 BF L05 - LINVOSGES
044;23BFP800;D0S95;D0S95 BF L05 - CONEX + VAD
044;23BFP800;D0S96;D0S96 BF L05 - DAMART
044;23BFP800;D0S97;D0S97 BF L05 - SEDAGYL
044;23BFP800;D0S98;D0S98 BF L05 - FEDE FRANCAISE DE LA RANDO
044;23BFP800;D0S99;D0S99 BF L05 - FRANCOISE SAGET
044;23BFP800;D0T01;D0T01 BF L05 - NOTRE TEMPS
044;23BFP800;D0T02;D0T02 BF L05 - DOMAINE APICOLE DE CHEZELLES
044;23BFP800;D0T03;D0T03 BF L05 - TEMPS L
044;23BFP800;D0T04;D0T04 BF L05 - TRADITIONS DU PERIGORD
044;23BFP800;D0T05;D0T05 BF L05 - TELE 7 JEUX
044;23BFP800;D0T06;D0T06 BF L05 - TELE 7 JOURS
044;23BFP800;D0T07;D0T07 BF L05 - NATURAVIGNON
044;23BFP800;D0T08;D0T08 BF L05 - AFIBEL
044;23BFP800;D0T09;D0T09 BF L05 - BLANCHE PORTE
044;23BFP800;D0T10;D0T10 BF L05 - TANDEM
044;23BFP800;D0T11;D0T11 BF L05 - PROFILIA CARITATIF
044;23BFP800;D0T12;D0T12 BF L05 - ATLAS FOR MEN
044;23BFP800;D0T13;D0T13 BF L05 - LE PARTICULIER
044;23BFP800;D0T14;D0T14 BF L05 - LE POINT
044;23BFP800;D0T15;D0T15 BF L05 - TOP SANTE
044;23BFP800;D0T16;D0T16 BF L05 - L-OBS
044;23BFP800;D0T17;D0T17 BF L05 - MYLIST
044;23BFP800;D0T18;D0T18 BF L05 - FOIES GRAS CHAMPION
044;23BFP800;D0T19;D0T19 BF L05 - SANTINNOV
044;23BFP800;D0T20;D0T20 BF L05 - CHASSE MAREE
044;23BFP800;D0T21;D0T21 BF L05 - GROUPE MARIE CLAIRE
044;23BFP800;D0T22;D0T22 BF L05 - TELE STAR
044;23BFP800;D0T23;D0T23 BF L05 - L-HOMME MODERNE
044;23BFP800;D0T24;D0T24 BF L05 - MAGNIFICAT
044;23BFP800;D0T25;D0T25 BF L05 - PLEINE VIE
044;23BFP800;D0T26;D0T26 BF L05 - YVES ROCHER VPC
044;23BFP800;D0T27;D0T27 BF L05 - YVES ROCHER MAGASINS
044;23BFP800;D0T28;D0T28 BF L05 - PRISMA POLE FEMININ
044;23BFP800;D0T29;D0T29 BF L05 - CONEX + PRESSE
044;23BFP800;D0T30;D0T30 BF L05 - PRISMA POLE TELE
044;23BFP800;D0T31;D0T31 BF L05 - WITT INTERNATIONAL
044;23BFP800;D0T32;D0T32 BF L05 - DAXON MOVITEX
044;23BFP800;D0P93;D0P93 BF L01 - PROFILIA CARITATIF
044;23BFP800;D0P94;D0P94 BF L01 - ATLAS FOR MEN
044;23BFP800;D0P95;D0P95 BF L01 - LE PARTICULIER
044;23BFP800;D0P96;D0P96 BF L01 - LE POINT
044;23BFP800;D0P97;D0P97 BF L01 - TOP SANTE
044;23BFP800;D0P98;D0P98 BF L01 - L-OBS
044;23BFP800;D0P99;D0P99 BF L01 - MYLIST
044;23BFP800;D0Q01;D0Q01 BF L01 - FOIES GRAS CHAMPION
044;23BFP800;D0Q02;D0Q02 BF L01 - SANTINNOV
044;23BFP800;D0Q03;D0Q03 BF L01 - CHASSE MAREE
044;23BFP800;D0Q04;D0Q04 BF L01 - GROUPE MARIE CLAIRE
044;23BFP800;D0Q05;D0Q05 BF L01 - TELE STAR
044;23BFP800;D0Q06;D0Q06 BF L01 - L-HOMME MODERNE
044;23BFP800;D0Q07;D0Q07 BF L01 - MAGNIFICAT
044;23BFP800;D0Q08;D0Q08 BF L01 - PLEINE VIE
044;23BFP800;D0Q09;D0Q09 BF L01 - YVES ROCHER VPC
044;23BFP800;D0Q10;D0Q10 BF L01 - YVES ROCHER MAGASINS
044;23BFP800;D0Q11;D0Q11 BF L01 - PRISMA POLE FEMININ
044;23BFP800;D0Q12;D0Q12 BF L01 - CONEX + PRESSE
044;23BFP800;D0Q13;D0Q13 BF L01 - PRISMA POLE TELE
044;23BFP800;D0Q14;D0Q14 BF L01 - WITT INTERNATIONAL
044;23BFP800;D0Q15;D0Q15 BF L01 - DAXON MOVITEX
044;23BFP800;D0Q16;D0Q16 BF L01 - CAPITAL
044;23BFP800;D0Q17;D0Q17 BF L01 - LE CHASSEUR FRANCAIS
044;23BFP800;D0Q18;D0Q18 BF L01 - L-AMI DES JARDINS ET DE LA MAISON
044;23BFP800;D0Q19;D0Q19 BF L01 - RUSTICA
044;23BFP800;D0Q20;D0Q20 BF L01 - PARIS MATCH
044;23BFP800;D0Q21;D0Q21 BF L01 - ISIDORE PENVEN
044;23BFP800;D0Q22;D0Q22 BF L01 - WILLEMSE
044;23BFP800;D0Q23;D0Q23 BF L01 - FEMME ACTUELLE
044;23BFP800;D0Q24;D0Q24 BF L01 - MISSEGLE
044;23BFP800;D0Q25;D0Q25 BF L02 - INACTIFS 5-6 ANS
044;23BFP800;D0Q26;D0Q26 BF L02 - INACTIFS 5-6 ANS - CD92
044;23BFP800;D0T33;D0T33 BF L05 - CAPITAL
044;23BFP800;D0T34;D0T34 BF L05 - LE CHASSEUR FRANCAIS
044;23BFP800;D0T35;D0T35 BF L05 - L-AMI DES JARDINS ET DE LA MAISON
044;23BFP800;D0T36;D0T36 BF L05 - RUSTICA
044;23BFP800;D0T37;D0T37 BF L05 - PARIS MATCH
044;23BFP800;D0T38;D0T38 BF L05 - ISIDORE PENVEN
044;23BFP800;D0T39;D0T39 BF L05 - WILLEMSE
044;23BFP800;D0T40;D0T40 BF L05 - FEMME ACTUELLE
044;23BFP800;D0T41;D0T41 BF L05 - MISSEGLE
044;23BFP800;D0T42;D0T42 BF L06 - INACTIFS 5-6 ANS
044;23BFP800;D0T43;D0T43 BF L06 -  BLANCHE PORTE DOM TOM
044;23BFP800;D0T44;D0T44 BF L06 - TANDEM DOM TOM
044;23BFP800;D0T46;D0T46 BF L07 - INACTIFS 5-6 ANS
044;23BFP800;D0T47;D0T47 BF L07 - INACTIFS 5-6 ANS - CD92
044;23BFP800;D0T48;D0T48 BF L07 - TELERAMA
044;23BFP800;D0T49;D0T49 BF L07 - GOLF SENSATION
044;23BFP800;D0T50;D0T50 BF L07 - ABC DIET
044;23BFP800;D0T51;D0T51 BF L07 - CHALLENGE
044;23BFP800;D0T52;D0T52 BF L07 - LE CYCLE
044;23BFP800;D0T53;D0T53 BF L07 - NARBONNE ACCESSOIRES
044;23BFP800;D0T54;D0T54 BF L07 - COURRIER INTERNATIONAL
044;23BFP800;D0T55;D0T55 BF L07 - SANTE NATURELLE
044;23BFP800;D0T56;D0T56 BF L07 - CHAMPAGNE BOIZEL
044;23BFP800;D0T57;D0T57 BF L07 - LA VIE
044;23BFP800;D0T58;D0T58 BF L07 - PSYCHOLOGIES MAGAZINE
044;23BFP800;D0T59;D0T59 BF L07 - MODE ET TRAVAUX
044;23BFP800;D0T60;D0T60 BF L07 - ACCORDEO SENIORS STABLES-SANTE
044;23BFP800;D0T61;D0T61 BF L07 - VIEILLEES DES CHAUMIERES
044;23BFP800;D0T62;D0T62 BF L07 - SENIORS MULTI DONATEURS
044;23BFP800;D0T63;D0T63 BF L07 - ID HOMMES
044;23BFP800;D0T64;D0T64 BF L07 - ARSEP
044;23BFP800;D0T65;D0T65 BF L07 - PREVENTION ROUTIERE (APR)
044;23BFP800;D0T66;D0T66 BF L07 - CONTRIBUABLES ASSOCIES
044;23BFP800;D0T67;D0T67 BF L07 - FRANCE ALZHEIMER
044;23BFP800;D0T68;D0T68 BF L07 - ACGGSO TOULOUSE
044;23BFP800;D0T69;D0T69 BF L07 - ACTION CONTRE LA FAIM - ACF
044;23BFP800;D0T70;D0T70 BF L07 - ACGA EST  WOIPPY
044;23BFP800;D0T71;D0T71 BF L07 - ORPHEOPOLIS
044;23BFP800;D0T72;D0T72 BF L07 - ACGA NORD 
044;23BFP800;D0T73;D0T73 BF L07 - ACGA OUEST ANGERS
044;23BFP800;D0T74;D0T74 BF L07 - SOCIETE D EDITION ARTISTES
044;23BFP800;D0T75;D0T75 BF L07 - ASS. DES PARALYSES DE FRANCE
044;23BFP800;D0T76;D0T76 BF L07 - GENEREUX UNADEV
044;23BFP800;D0T77;D0T77 BF L07 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0T78;D0T78 BF L07 - FEDE DES AVEUGLES DE FR
044;23BFP800;D0T79;D0T79 BF L07 - ORDRE DE MALTE
044;23BFP800;D0T80;D0T80 BF L07 - INSTITUT CERVEAU MOELLE EPI
044;23BFP800;D0T81;D0T81 BF L07 - VAINCRE LA MUCOVISCIDOSE VLM
044;23BFP800;D0T82;D0T82 BF L07 - UNICEF FRANCE
044;23BFP800;D0T83;D0T83 BF L07 - VITALYS ALPES
044;23BFP800;D0Q27;D0Q27 BF L02 - TELERAMA
044;23BFP800;D0Q28;D0Q28 BF L02 - GOLF SENSATION
044;23BFP800;D0Q29;D0Q29 BF L02 - ABC DIET
044;23BFP800;D0Q30;D0Q30 BF L02 - CHALLENGE
044;23BFP800;D0Q31;D0Q31 BF L02 - LE CYCLE
044;23BFP800;D0Q32;D0Q32 BF L02 - NARBONNE ACCESSOIRES
044;23BFP800;D0Q33;D0Q33 BF L02 - COURRIER INTERNATIONAL
044;23BFP800;D0Q34;D0Q34 BF L02 - SANTE NATURELLE
044;23BFP800;D0Q35;D0Q35 BF L02 - CHAMPAGNE BOIZEL
044;23BFP800;D0Q36;D0Q36 BF L02 - LA VIE
044;23BFP800;D0Q37;D0Q37 BF L02 - PSYCHOLOGIES MAGAZINE
044;23BFP800;D0Q38;D0Q38 BF L02 - MODE ET TRAVAUX
044;23BFP800;D0Q39;D0Q39 BF L02 - ACCORDEO SENIORS STABLES-SANTE
044;23BFP800;D0Q40;D0Q40 BF L02 - VIEILLEES DES CHAUMIERES
044;23BFP800;D0Q41;D0Q41 BF L02 - SENIORS MULTI DONATEURS
044;23BFP800;D0Q42;D0Q42 BF L02 - ID HOMMES
044;23BFP800;D0Q43;D0Q43 BF L02 - ARSEP
044;23BFP800;D0Q44;D0Q44 BF L02 - ACGA PCAC
044;23BFP800;D0Q45;D0Q45 BF L02 - PREVENTION ROUTIERE (APR)
044;23BFP800;D0Q46;D0Q46 BF L02 - CONTRIBUABLES ASSOCIES
044;23BFP800;D0Q47;D0Q47 BF L02 - ACTION CONTRE LA FAIM - ACF
044;23BFP800;D0Q48;D0Q48 BF L02 - ACGA EST  WOIPPY
044;23BFP800;D0Q49;D0Q49 BF L02 - ORPHEOPOLIS
044;23BFP800;D0Q50;D0Q50 BF L02 - ACGA NORD 
044;23BFP800;D0Q51;D0Q51 BF L02 - ACGA OUEST ANGERS
044;23BFP800;D0Q52;D0Q52 BF L02 - FEDE FRANCAISE DE CARDIO
044;23BFP800;D0Q53;D0Q53 BF L02 - SOCIETE D EDITION ARTISTES
044;23BFP800;D0Q54;D0Q54 BF L02 - FONDATION APPRENTIS D-AUTEUIL
044;23BFP800;D0Q55;D0Q55 BF L02 - ASS. DES PARALYSES DE FRANCE
044;23BFP800;D0Q56;D0Q56 BF L02 - GENEREUX UNADEV
044;23BFP800;D0Q57;D0Q57 BF L02 - FONDATION JEROME LEJEUNE
044;23BFP800;D0Q58;D0Q58 BF L02 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0Q59;D0Q59 BF L02 - FEDE DES AVEUGLES DE FR
044;23BFP800;D0Q60;D0Q60 BF L02 - ORDRE DE MALTE
044;23BFP800;D0Q61;D0Q61 BF L02 - INSTITUT CERVEAU MOELLE EPI
044;23BFP800;D0Q62;D0Q62 BF L02 - VAINCRE LA MUCOVISCIDOSE VLM
044;23BFP800;D0Q63;D0Q63 BF L02 - UNICEF FRANCE
044;23BFP800;D0Q64;D0Q64 BF L02 - VITALYS ALPES
044;23BFP800;D0Q65;D0Q65 BF L02 - SANTE NATURE VITAL
044;23BFP800;D0Q66;D0Q66 BF L02 - LA POINTE DE PENMARC-H
044;23BFP800;D0Q67;D0Q67 BF L02 - FAMILLE MARY
044;23BFP800;D0Q68;D0Q68 BF L02 - PELERIN MAGAZINE
044;23BFP800;D0Q69;D0Q69 BF L02 - PAUL ET MARIE DECAYZAC
044;23BFP800;D0Q70;D0Q70 BF L02 - LABORATOIRE DOCTEUR PIERRE RICAUD
044;23BFP800;D0Q71;D0Q71 BF L02 - LINVOSGES
044;23BFP800;D0Q72;D0Q72 BF L02 - CONEX + VAD
044;23BFP800;D0Q73;D0Q73 BF L02 - DAMART
044;23BFP800;D0Q74;D0Q74 BF L02 - SEDAGYL
044;23BFP800;D0Q75;D0Q75 BF L02 - FEDE FRANCAISE DE LA RANDO
044;23BFP800;D0Q76;D0Q76 BF L02 - FRANCOISE SAGET
044;23BFP800;D0Q77;D0Q77 BF L02 - NOTRE TEMPS
044;23BFP800;D0Q78;D0Q78 BF L02 - DOMAINE APICOLE DE CHEZELLES
044;23BFP800;D0Q79;D0Q79 BF L02 - TEMPS L
044;23BFP800;D0T84;D0T84 BF L07 - SANTE NATURE VITAL
044;23BFP800;D0T85;D0T85 BF L07 - LA POINTE DE PENMARC-H
044;23BFP800;D0T86;D0T86 BF L07 - FAMILLE MARY
044;23BFP800;D0T87;D0T87 BF L07 - PELERIN MAGAZINE
044;23BFP800;D0T88;D0T88 BF L07 - PAUL ET MARIE DECAYZAC
044;23BFP800;D0T89;D0T89 BF L07 - LABORATOIRE DOCTEUR PIERRE RICAUD
044;23BFP800;D0T90;D0T90 BF L07 - LINVOSGES
044;23BFP800;D0T91;D0T91 BF L07 - CONEX + VAD
044;23BFP800;D0T92;D0T92 BF L07 - DAMART
044;23BFP800;D0T93;D0T93 BF L07 - SEDAGYL
044;23BFP800;D0T94;D0T94 BF L07 - FEDE FRANCAISE DE LA RANDO
044;23BFP800;D0T95;D0T95 BF L07 - FRANCOISE SAGET
044;23BFP800;D0T96;D0T96 BF L07 - NOTRE TEMPS
044;23BFP800;D0T97;D0T97 BF L07 - DOMAINE APICOLE DE CHEZELLES
044;23BFP800;D0U01;D0U01 BF L07 - TELE 7 JEUX
044;23BFP800;D0U02;D0U02 BF L07 - TELE 7 JOURS
044;23BFP800;D0U03;D0U03 BF L07 - NATURAVIGNON
044;23BFP800;D0U04;D0U04 BF L07 - AFIBEL
044;23BFP800;D0U05;D0U05 BF L07 - BLANCHE PORTE
044;23BFP800;D0U06;D0U06 BF L07 - TANDEM
044;23BFP800;D0U07;D0U07 BF L07 - PROFILIA CARITATIF
044;23BFP800;D0U08;D0U08 BF L07 - ATLAS FOR MEN
044;23BFP800;D0U09;D0U09 BF L07 - LE PARTICULIER
044;23BFP800;D0U10;D0U10 BF L07 - LE POINT
044;23BFP800;D0U11;D0U11 BF L07 - TOP SANTE
044;23BFP800;D0U12;D0U12 BF L07 - L-OBS
044;23BFP800;D0U13;D0U13 BF L07 - MYLIST
044;23BFP800;D0U14;D0U14 BF L07 - FOIES GRAS CHAMPION
044;23BFP800;D0U15;D0U15 BF L07 - SANTINNOV
044;23BFP800;D0U16;D0U16 BF L07 - CHASSE MAREE
044;23BFP800;D0U17;D0U17 BF L07 - GROUPE MARIE CLAIRE
044;23BFP800;D0U18;D0U18 BF L07 - TELE STAR
044;23BFP800;D0U19;D0U19 BF L07 - L-HOMME MODERNE
044;23BFP800;D0U20;D0U20 BF L07 - MAGNIFICAT
044;23BFP800;D0U21;D0U21 BF L07 - PLEINE VIE
044;23BFP800;D0U22;D0U22 BF L07 - YVES ROCHER VPC
044;23BFP800;D0U23;D0U23 BF L07 - YVES ROCHER MAGASINS
044;23BFP800;D0U24;D0U24 BF L07 - PRISMA POLE FEMININ
044;23BFP800;D0U25;D0U25 BF L07 - CONEX + PRESSE
044;23BFP800;D0U26;D0U26 BF L07 - PRISMA POLE TELE
044;23BFP800;D0U27;D0U27 BF L07 - WITT INTERNATIONAL
044;23BFP800;D0U28;D0U28 BF L07 - DAXON MOVITEX
044;23BFP800;D0U29;D0U29 BF L07 - CAPITAL
044;23BFP800;D0U30;D0U30 BF L07 - LE CHASSEUR FRANCAIS
044;23BFP800;D0U31;D0U31 BF L07 - L-AMI DES JARDINS ET DE LA MAISON
044;23BFP800;D0U32;D0U32 BF L07 - RUSTICA
044;23BFP800;D0U33;D0U33 BF L07 - PARIS MATCH
044;23BFP800;D0U34;D0U34 BF L07 - ISIDORE PENVEN
044;23BFP800;D0U35;D0U35 BF L07 - WILLEMSE
044;23BFP800;D0U36;D0U36 BF L07 - FEMME ACTUELLE
044;23BFP800;D0U37;D0U37 BF L07 - MISSEGLE
044;23BFP800;D0U38;D0U38 BF L08 - INACTIFS 5-6 ANS
044;23BFP800;D0U39;D0U39 BF L08 - INACTIFS 5-6 ANS - CD92
044;23BFP800;D0U40;D0U40 BF L08 - TELERAMA
044;23BFP800;D0U41;D0U41 BF L08 - GOLF SENSATION
044;23BFP800;D0U42;D0U42 BF L08 - ABC DIET
044;23BFP800;D0U43;D0U43 BF L08 - CHALLENGE
044;23BFP800;D0U44;D0U44 BF L08 - LE CYCLE
044;23BFP800;D0U45;D0U45 BF L08 - NARBONNE ACCESSOIRES
044;23BFP800;D0T98;D0T98 BF L07 - TEMPS L
044;23BFP800;D0T99;D0T99 BF L07 - TRADITIONS DU PERIGORD
044;23BFP800;D0U46;D0U46 BF L08 - COURRIER INTERNATIONAL
044;23BFP800;D0U47;D0U47 BF L08 - SANTE NATURELLE
044;23BFP800;D0U48;D0U48 BF L08 - CHAMPAGNE BOIZEL
044;23BFP800;D0U49;D0U49 BF L08 - LA VIE
044;23BFP800;D0U50;D0U50 BF L08 - PSYCHOLOGIES MAGAZINE
044;23BFP800;D0U51;D0U51 BF L08 - MODE ET TRAVAUX
044;23BFP800;D0U52;D0U52 BF L08 - ACCORDEO SENIORS STABLES-SANTE
044;23BFP800;D0U53;D0U53 BF L08 - VIEILLEES DES CHAUMIERES
044;23BFP800;D0U54;D0U54 BF L08 - SENIORS MULTI DONATEURS
044;23BFP800;D0U55;D0U55 BF L08 - ID HOMMES
044;23BFP800;D0U56;D0U56 BF L08 - ARSEP
044;23BFP800;D0U57;D0U57 BF L08 - PREVENTION ROUTIERE (APR)
044;23BFP800;D0U58;D0U58 BF L08 - CONTRIBUABLES ASSOCIES
044;23BFP800;D0U59;D0U59 BF L08 - FRANCE ALZHEIMER
044;23BFP800;D0U60;D0U60 BF L08 - ACGGSO TOULOUSE
044;23BFP800;D0U61;D0U61 BF L08 - ACTION CONTRE LA FAIM - ACF
044;23BFP800;D0U62;D0U62 BF L08 - ACGA EST  WOIPPY
044;23BFP800;D0U63;D0U63 BF L08 - ORPHEOPOLIS
044;23BFP800;D0U64;D0U64 BF L08 - ACGA NORD 
044;23BFP800;D0U65;D0U65 BF L08 - ACGA OUEST ANGERS
044;23BFP800;D0U66;D0U66 BF L08 - SOCIETE D EDITION ARTISTES
044;23BFP800;D0U67;D0U67 BF L08 - ASS. DES PARALYSES DE FRANCE
044;23BFP800;D0U68;D0U68 BF L08 - GENEREUX UNADEV
044;23BFP800;D0U69;D0U69 BF L08 - FONDATION VAINCRE ALZHEIMER
044;23BFP800;D0U70;D0U70 BF L08 - FEDE DES AVEUGLES DE FR
044;23BFP800;D0U71;D0U71 BF L08 - ORDRE DE MALTE
044;23BFP800;D0U72;D0U72 BF L08 - INSTITUT CERVEAU MOELLE EPI
044;23BFP800;D0U73;D0U73 BF L08 - VAINCRE LA MUCOVISCIDOSE VLM
044;23BFP800;D0U74;D0U74 BF L08 - UNICEF FRANCE
044;23BFP800;D0U75;D0U75 BF L08 - VITALYS ALPES
044;23BFP800;D0U76;D0U76 BF L08 - SANTE NATURE VITAL
044;23BFP800;D0U77;D0U77 BF L08 - LA POINTE DE PENMARC-H
044;23BFP800;D0U78;D0U78 BF L08 - FAMILLE MARY
044;23BFP800;D0U79;D0U79 BF L08 - PELERIN MAGAZINE
044;23BFP800;D0U80;D0U80 BF L08 - PAUL ET MARIE DECAYZAC
044;23BFP800;D0U81;D0U81 BF L08 - LABORATOIRE DOCTEUR PIERRE RICAUD
044;23BFP800;D0U82;D0U82 BF L08 - LINVOSGES
044;23BFP800;D0U83;D0U83 BF L08 - CONEX + VAD
044;23BFP800;D0U84;D0U84 BF L08 - DAMART
044;23BFP800;D0U85;D0U85 BF L08 - SEDAGYL
044;23BFP800;D0U86;D0U86 BF L08 - FEDE FRANCAISE DE LA RANDO
044;23BFP800;D0U87;D0U87 BF L08 - FRANCOISE SAGET
044;23BFP800;D0U88;D0U88 BF L08 - NOTRE TEMPS
044;23BFP800;D0U89;D0U89 BF L08 - DOMAINE APICOLE DE CHEZELLES
044;23BFP800;D0U90;D0U90 BF L08 - TEMPS L
044;23BFP800;D0U91;D0U91 BF L08 - TRADITIONS DU PERIGORD
044;23BFP800;D0U92;D0U92 BF L08 - TELE 7 JEUX
044;23BFP800;D0U93;D0U93 BF L08 - TELE 7 JOURS
044;23BFP800;D0U94;D0U94 BF L08 - NATURAVIGNON
044;23BFP800;D0U95;D0U95 BF L08 - AFIBEL
044;23BFP800;D0U96;D0U96 BF L08 - BLANCHE PORTE
044;23BFP800;D0U97;D0U97 BF L08 - TANDEM
044;23BFP800;D0U98;D0U98 BF L08 - PROFILIA CARITATIF
044;23BFP800;D0U99;D0U99 BF L08 - ATLAS FOR MEN
044;23BFP800;D0V01;D0V01 BF L08 - LE PARTICULIER
044;23BFP800;D0V02;D0V02 BF L08 - LE POINT
044;23BFP800;D0V03;D0V03 BF L08 - TOP SANTE
044;23BFP800;D0V04;D0V04 BF L08 - L-OBS
044;23BFP800;D0V05;D0V05 BF L08 - MYLIST
044;23BFP800;D0V06;D0V06 BF L08 - FOIES GRAS CHAMPION
044;23BFP800;D0V07;D0V07 BF L08 - SANTINNOV
044;23BFP800;D0V08;D0V08 BF L08 - CHASSE MAREE
044;23BFP800;D0V09;D0V09 BF L08 - GROUPE MARIE CLAIRE
044;23BFP800;D0V10;D0V10 BF L08 - TELE STAR
044;23BFP800;D0V11;D0V11 BF L08 - L-HOMME MODERNE
044;23BFP800;D0V12;D0V12 BF L08 - MAGNIFICAT
044;23BFP800;D0V13;D0V13 BF L08 - PLEINE VIE
044;23BFP800;D0V14;D0V14 BF L08 - YVES ROCHER VPC
044;23BFP800;D0V15;D0V15 BF L08 - YVES ROCHER MAGASINS
044;23BFP800;D0V16;D0V16 BF L08 - PRISMA POLE FEMININ
044;23BFP800;D0V17;D0V17 BF L08 - CONEX + PRESSE
044;23BFP800;D0V18;D0V18 BF L08 - PRISMA POLE TELE
044;23BFP800;D0V19;D0V19 BF L08 - WITT INTERNATIONAL
